"","mcode","stat.week","swim.dir","time.in","sex","length","time.out","species","age","lat","long","mesh.size","air.temp","water.temp","wind.sp","wind.dir","cloud.cov","capture.loc","deploy.ymd.hms","deploy.unix","det.hist","recap","final.fate","ff.ymd.hms","ff.unix","at.large.unix","at.large.dhm","spawn.group","spawn.stream","julian.day","year","secchi"
"329","4930","35","S","17:17","M",479,"17:23","coho",NA,64.32941,-161.15459,"5-5/8 in",54,50,6,"SE",85,"5","8/22/2021 17:23",1629652980,NA,"S","1c","8/25/2021 17:00",1629910800,257820,"2d 23H 37M 0S","5","S",234,"2021",0.4
"330","5030","35","N","11:27","M",529,"11:41","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 11:41",1629718860,"4,5,U",NA,"1a","8/24/2021 16:59",1629853171,134311,"1d 13H 18M 31S","6","U",235,"2021",0.75
"331","5070","35","S","11:28","M",520,"11:48","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 11:48",1629719280,"4","U","1b","8/25/2021 17:00",1629910800,191520,"2d 5H 12M 0S","6","U",235,"2021",0.75
"332","5110","35","S","11:29","F",525,"11:55","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 11:55",1629719700,"4,7",NA,"2a","8/25/2021 13:07",1629925667,205967,"2d 9H 12M 47S","S",NA,235,"2021",0.75
"333","5150","35","S","12:01","M",579,"12:13","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 12:13",1629720780,"1",NA,"2a","8/26/2021 1:36",1629970587,249807,"2d 21H 23M 27S","N",NA,235,"2021",0.75
"334","5190","35","N","12:13","F",554,"12:23","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 12:23",1629721380,"4","U","1b","8/25/2021 13:00",1629896400,175020,"2d 0H 37M 0S","6","U",235,"2021",0.75
"335","5210","35","N","12:14","F",559,"12:26","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 12:26",1629721560,"4,6,7",NA,"2a","8/25/2021 10:06",1629914773,193213,"2d 5H 40M 13S","S",NA,235,"2021",0.75
"336","5270","35","S","13:02","F",539,"13:11","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 13:11",1629724260,"4,U",NA,"1a","8/25/2021 13:20",1629926438,202178,"2d 8H 9M 38S","6","U",235,"2021",0.75
"337","5310","35","S","13:23","M",586,"13:29","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 13:29",1629725340,"4,5,U",NA,"1a","8/25/2021 3:13",1629889988,164648,"1d 21H 44M 8S","6","U",235,"2021",0.75
"338","5410","35","N","13:46","M",578,"13:56","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 13:56",1629726960,"4,5","U","1b","8/23/2021 23:59",1629763140,36180,"10H 3M 0S","6","U",235,"2021",0.75
"339","5450","35","N","13:46","M",594,"14:02","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 14:02",1629727320,"4","U","1b","9/3/2021 12:00",1630670400,943080,"10d 21H 58M 0S","6","U",235,"2021",0.75
"340","5470","35","N","13:48","M",516,"14:05","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 14:05",1629727500,"4,5,U","U","1b","8/24/2021 19:53",1629863606,136106,"1d 13H 48M 26S","6","U",235,"2021",0.75
"341","5510","35","S","14:08","F",552,"14:23","coho",NA,64.18222,-160.95553,"5-5/8 in",51,50,1.5,"E",25,"5","8/23/2021 14:23",1629728580,"4,5","U","1b","8/25/2021 12:00",1629892800,164220,"1d 21H 37M 0S","6","U",235,"2021",0.75
