capture.loc,date,year,fish,species
5,17-Jul,1985,1,coho
5,18-Jul,1985,1,coho
5,19-Jul,1985,2,coho
5,20-Jul,1985,2,coho
5,22-Jul,1985,1,coho
5,23-Jul,1985,8,coho
5,24-Jul,1985,1,coho
5,27-Jul,1985,6,coho
5,29-Jul,1985,11,coho
5,30-Jul,1985,90,coho
5,31-Jul,1985,95,coho
5,2-Aug,1985,82,coho
5,3-Aug,1985,89,coho
5,5-Aug,1985,26,coho
5,6-Aug,1985,74,coho
5,7-Aug,1985,4,coho
5,13-Aug,1985,316,coho
5,14-Aug,1985,241,coho
5,17-Aug,1985,538,coho
5,19-Aug,1985,56,coho
5,20-Aug,1985,255,coho
5,21-Aug,1985,110,coho
5,22-Aug,1985,89,coho
5,23-Aug,1985,618,coho
5,24-Aug,1985,92,coho
6,15-Jul,1985,1,coho
6,16-Jul,1985,1,coho
6,17-Jul,1985,3,coho
6,19-Jul,1985,6,coho
6,20-Jul,1985,9,coho
6,22-Jul,1985,6,coho
6,23-Jul,1985,20,coho
6,24-Jul,1985,19,coho
6,25-Jul,1985,8,coho
6,26-Jul,1985,109,coho
6,27-Jul,1985,161,coho
6,29-Jul,1985,121,coho
6,30-Jul,1985,182,coho
6,31-Jul,1985,265,coho
6,1-Aug,1985,66,coho
6,2-Aug,1985,390,coho
6,3-Aug,1985,573,coho
6,5-Aug,1985,326,coho
6,6-Aug,1985,689,coho
6,7-Aug,1985,687,coho
6,8-Aug,1985,44,coho
6,9-Aug,1985,799,coho
6,10-Aug,1985,617,coho
6,12-Aug,1985,462,coho
6,13-Aug,1985,665,coho
6,14-Aug,1985,342,coho
6,15-Aug,1985,690,coho
6,16-Aug,1985,997,coho
6,17-Aug,1985,1001,coho
6,19-Aug,1985,401,coho
6,20-Aug,1985,452,coho
6,21-Aug,1985,975,coho
6,22-Aug,1985,65,coho
6,23-Aug,1985,1046,coho
6,24-Aug,1985,560,coho
6,26-Aug,1985,274,coho
6,27-Aug,1985,1051,coho
6,29-Aug,1985,262,coho
6,30-Aug,1985,537,coho
6,3-Sep,1985,365,coho
6,5-Sep,1985,7,coho
6,6-Sep,1985,167,coho
5,14-Jul,1986,1,coho
5,16-Jul,1986,2,coho
5,22-Jul,1986,31,coho
5,23-Jul,1986,25,coho
5,28-Jul,1986,109,coho
5,29-Jul,1986,79,coho
5,31-Jul,1986,18,coho
5,1-Aug,1986,18,coho
5,2-Aug,1986,414,coho
5,4-Aug,1986,247,coho
5,5-Aug,1986,198,coho
5,6-Aug,1986,256,coho
5,7-Aug,1986,446,coho
5,8-Aug,1986,795,coho
5,9-Aug,1986,1180,coho
5,11-Aug,1986,410,coho
5,12-Aug,1986,94,coho
5,14-Aug,1986,125,coho
5,15-Aug,1986,537,coho
5,16-Aug,1986,242,coho
5,18-Aug,1986,239,coho
5,19-Aug,1986,608,coho
5,20-Aug,1986,16,coho
5,21-Aug,1986,117,coho
5,22-Aug,1986,214,coho
5,23-Aug,1986,83,coho
5,24-Aug,1986,29,coho
5,25-Aug,1986,17,coho
5,26-Aug,1986,64,coho
5,27-Aug,1986,18,coho
6,15-Jul,1986,7,coho
6,16-Jul,1986,3,coho
6,17-Jul,1986,4,coho
6,18-Jul,1986,12,coho
6,19-Jul,1986,3,coho
6,21-Jul,1986,42,coho
6,22-Jul,1986,97,coho
6,23-Jul,1986,29,coho
6,24-Jul,1986,15,coho
6,25-Jul,1986,209,coho
6,26-Jul,1986,118,coho
6,28-Jul,1986,302,coho
6,29-Jul,1986,132,coho
6,30-Jul,1986,169,coho
6,31-Jul,1986,66,coho
6,1-Aug,1986,704,coho
6,2-Aug,1986,344,coho
6,4-Aug,1986,417,coho
6,5-Aug,1986,1081,coho
6,6-Aug,1986,625,coho
6,7-Aug,1986,855,coho
6,8-Aug,1986,1752,coho
6,9-Aug,1986,633,coho
6,11-Aug,1986,465,coho
6,12-Aug,1986,1532,coho
6,13-Aug,1986,1270,coho
6,14-Aug,1986,416,coho
6,15-Aug,1986,1727,coho
6,16-Aug,1986,705,coho
6,18-Aug,1986,350,coho
6,19-Aug,1986,1395,coho
6,20-Aug,1986,770,coho
6,21-Aug,1986,573,coho
6,22-Aug,1986,113,coho
6,23-Aug,1986,311,coho
6,24-Aug,1986,673,coho
6,25-Aug,1986,48,coho
6,26-Aug,1986,423,coho
6,27-Aug,1986,583,coho
6,28-Aug,1986,162,coho
6,29-Aug,1986,485,coho
6,30-Aug,1986,237,coho
6,31-Aug,1986,42,coho
6,1-Sep,1986,41,coho
6,2-Sep,1986,64,coho
6,3-Sep,1986,115,coho
6,4-Sep,1986,5,coho
6,5-Sep,1986,195,coho
6,6-Sep,1986,89,coho
6,7-Sep,1986,172,coho
5,17-Jul,1987,2,coho
5,18-Jul,1987,2,coho
5,27-Jul,1987,33,coho
5,28-Jul,1987,135,coho
5,29-Jul,1987,120,coho
5,3-Aug,1987,105,coho
5,4-Aug,1987,503,coho
5,5-Aug,1987,305,coho
5,6-Aug,1987,131,coho
5,7-Aug,1987,799,coho
5,8-Aug,1987,258,coho
5,10-Aug,1987,621,coho
5,11-Aug,1987,1039,coho
5,12-Aug,1987,437,coho
5,13-Aug,1987,105,coho
5,14-Aug,1987,690,coho
5,15-Aug,1987,401,coho
5,17-Aug,1987,108,coho
5,18-Aug,1987,242,coho
5,19-Aug,1987,158,coho
6,15-Jul,1987,1,coho
6,16-Jul,1987,1,coho
6,27-Jul,1987,44,coho
6,28-Jul,1987,161,coho
6,29-Jul,1987,74,coho
6,3-Aug,1987,288,coho
6,4-Aug,1987,584,coho
6,5-Aug,1987,206,coho
6,6-Aug,1987,965,coho
6,7-Aug,1987,54,coho
6,8-Aug,1987,1810,coho
6,10-Aug,1987,525,coho
6,11-Aug,1987,395,coho
6,12-Aug,1987,784,coho
6,13-Aug,1987,658,coho
6,14-Aug,1987,1675,coho
6,15-Aug,1987,1371,coho
6,17-Aug,1987,467,coho
6,18-Aug,1987,1209,coho
6,19-Aug,1987,708,coho
6,24-Aug,1987,256,coho
6,25-Aug,1987,809,coho
6,26-Aug,1987,182,coho
6,27-Aug,1987,446,coho
6,28-Aug,1987,561,coho
6,1-Sep,1987,293,coho
6,3-Sep,1987,305,coho
6,4-Sep,1987,296,coho
5,15-Jul,1988,1,coho
5,16-Jul,1988,2,coho
5,19-Jul,1988,2,coho
5,20-Jul,1988,4,coho
5,21-Jul,1988,3,coho
5,22-Jul,1988,6,coho
5,23-Jul,1988,1,coho
5,25-Jul,1988,7,coho
5,26-Jul,1988,8,coho
5,27-Jul,1988,2,coho
5,28-Jul,1988,23,coho
5,29-Jul,1988,175,coho
5,30-Jul,1988,111,coho
5,1-Aug,1988,39,coho
5,2-Aug,1988,254,coho
5,3-Aug,1988,201,coho
5,4-Aug,1988,44,coho
5,5-Aug,1988,263,coho
5,6-Aug,1988,145,coho
5,8-Aug,1988,121,coho
5,9-Aug,1988,542,coho
5,10-Aug,1988,209,coho
5,11-Aug,1988,17,coho
5,12-Aug,1988,547,coho
5,13-Aug,1988,10,coho
5,16-Aug,1988,259,coho
5,17-Aug,1988,357,coho
5,18-Aug,1988,111,coho
5,19-Aug,1988,384,coho
5,20-Aug,1988,249,coho
5,23-Aug,1988,285,coho
5,24-Aug,1988,330,coho
5,25-Aug,1988,93,coho
5,26-Aug,1988,483,coho
5,27-Aug,1988,304,coho
5,29-Aug,1988,87,coho
5,30-Aug,1988,233,coho
5,31-Aug,1988,184,coho
6,11-Jul,1988,3,coho
6,15-Jul,1988,2,coho
6,16-Jul,1988,1,coho
6,18-Jul,1988,5,coho
6,19-Jul,1988,1,coho
6,20-Jul,1988,12,coho
6,21-Jul,1988,4,coho
6,22-Jul,1988,15,coho
6,23-Jul,1988,19,coho
6,25-Jul,1988,11,coho
6,26-Jul,1988,3,coho
6,27-Jul,1988,27,coho
6,28-Jul,1988,641,coho
6,30-Jul,1988,589,coho
6,1-Aug,1988,338,coho
6,2-Aug,1988,1586,coho
6,3-Aug,1988,1036,coho
6,4-Aug,1988,197,coho
6,5-Aug,1988,874,coho
6,6-Aug,1988,692,coho
6,8-Aug,1988,511,coho
6,9-Aug,1988,2922,coho
6,10-Aug,1988,1507,coho
6,11-Aug,1988,80,coho
6,12-Aug,1988,1233,coho
6,13-Aug,1988,1115,coho
6,15-Aug,1988,959,coho
6,16-Aug,1988,684,coho
6,17-Aug,1988,559,coho
6,18-Aug,1988,345,coho
6,19-Aug,1988,803,coho
6,20-Aug,1988,635,coho
6,22-Aug,1988,275,coho
6,23-Aug,1988,1046,coho
6,24-Aug,1988,1115,coho
6,25-Aug,1988,18,coho
6,26-Aug,1988,1345,coho
6,27-Aug,1988,890,coho
6,29-Aug,1988,314,coho
6,30-Aug,1988,327,coho
6,31-Aug,1988,242,coho
6,1-Sep,1988,85,coho
6,2-Sep,1988,316,coho
6,3-Sep,1988,415,coho
6,5-Sep,1988,70,coho
6,6-Sep,1988,337,coho
6,7-Sep,1988,61,coho
5,14-Jul,1989,2,coho
5,15-Jul,1989,1,coho
5,17-Jul,1989,3,coho
5,18-Jul,1989,2,coho
5,19-Jul,1989,1,coho
5,20-Jul,1989,34,coho
5,21-Jul,1989,63,coho
5,22-Jul,1989,23,coho
5,27-Jul,1989,166,coho
5,28-Jul,1989,540,coho
5,29-Jul,1989,293,coho
5,31-Jul,1989,209,coho
5,1-Aug,1989,1092,coho
5,2-Aug,1989,834,coho
5,4-Aug,1989,128,coho
5,5-Aug,1989,415,coho
5,7-Aug,1989,692,coho
5,8-Aug,1989,1179,coho
5,9-Aug,1989,324,coho
5,10-Aug,1989,253,coho
5,11-Aug,1989,455,coho
5,12-Aug,1989,136,coho
5,14-Aug,1989,215,coho
5,15-Aug,1989,395,coho
5,16-Aug,1989,198,coho
5,17-Aug,1989,56,coho
5,18-Aug,1989,276,coho
5,19-Aug,1989,81,coho
6,12-Jul,1989,1,coho
6,13-Jul,1989,2,coho
6,14-Jul,1989,7,coho
6,15-Jul,1989,1,coho
6,17-Jul,1989,3,coho
6,18-Jul,1989,34,coho
6,19-Jul,1989,17,coho
6,20-Jul,1989,6,coho
6,21-Jul,1989,191,coho
6,24-Jul,1989,129,coho
6,25-Jul,1989,299,coho
6,26-Jul,1989,545,coho
6,27-Jul,1989,441,coho
6,28-Jul,1989,472,coho
6,29-Jul,1989,908,coho
6,31-Jul,1989,260,coho
6,1-Aug,1989,3097,coho
6,2-Aug,1989,1426,coho
6,3-Aug,1989,8179,coho
6,7-Aug,1989,1226,coho
6,8-Aug,1989,1534,coho
6,9-Aug,1989,1178,coho
6,10-Aug,1989,1212,coho
6,11-Aug,1989,1128,coho
6,12-Aug,1989,145,coho
6,14-Aug,1989,1115,coho
6,15-Aug,1989,2864,coho
6,16-Aug,1989,1689,coho
6,17-Aug,1989,213,coho
6,18-Aug,1989,901,coho
6,19-Aug,1989,1221,coho
6,21-Aug,1989,869,coho
6,22-Aug,1989,1043,coho
6,24-Aug,1989,271,coho
6,25-Aug,1989,270,coho
6,26-Aug,1989,632,coho
6,28-Aug,1989,170,coho
6,29-Aug,1989,776,coho
6,30-Aug,1989,434,coho
6,31-Aug,1989,160,coho
6,1-Sep,1989,148,coho
6,2-Sep,1989,217,coho
6,4-Sep,1989,234,coho
6,5-Sep,1989,59,coho
6,6-Sep,1989,298,coho
5,9-Jul,1990,1,coho
5,11-Jul,1990,1,coho
5,20-Jul,1990,15,coho
5,21-Jul,1990,58,coho
5,23-Jul,1990,42,coho
5,24-Jul,1990,116,coho
5,25-Jul,1990,23,coho
5,26-Jul,1990,18,coho
5,27-Jul,1990,173,coho
5,28-Jul,1990,78,coho
5,30-Jul,1990,63,coho
5,31-Jul,1990,86,coho
5,1-Aug,1990,31,coho
5,2-Aug,1990,343,coho
5,4-Aug,1990,58,coho
5,6-Aug,1990,358,coho
5,7-Aug,1990,465,coho
5,8-Aug,1990,196,coho
5,9-Aug,1990,206,coho
5,10-Aug,1990,233,coho
5,11-Aug,1990,201,coho
5,13-Aug,1990,360,coho
5,14-Aug,1990,819,coho
5,15-Aug,1990,222,coho
5,16-Aug,1990,80,coho
5,17-Aug,1990,329,coho
5,18-Aug,1990,120,coho
6,5-Jul,1990,1,coho
6,7-Jul,1990,1,coho
6,9-Jul,1990,2,coho
6,13-Jul,1990,1,coho
6,14-Jul,1990,1,coho
6,16-Jul,1990,5,coho
6,17-Jul,1990,24,coho
6,18-Jul,1990,33,coho
6,19-Jul,1990,6,coho
6,20-Jul,1990,55,coho
6,21-Jul,1990,91,coho
6,23-Jul,1990,46,coho
6,24-Jul,1990,257,coho
6,25-Jul,1990,293,coho
6,26-Jul,1990,159,coho
6,27-Jul,1990,341,coho
6,28-Jul,1990,190,coho
6,30-Jul,1990,292,coho
6,31-Jul,1990,1068,coho
6,2-Aug,1990,699,coho
6,3-Aug,1990,2413,coho
6,4-Aug,1990,1868,coho
6,6-Aug,1990,1033,coho
6,7-Aug,1990,4330,coho
6,8-Aug,1990,2891,coho
6,9-Aug,1990,1136,coho
6,10-Aug,1990,3429,coho
6,11-Aug,1990,1458,coho
6,13-Aug,1990,1732,coho
6,14-Aug,1990,3970,coho
6,15-Aug,1990,4014,coho
6,16-Aug,1990,133,coho
6,17-Aug,1990,2474,coho
6,18-Aug,1990,4253,coho
6,20-Aug,1990,1269,coho
6,21-Aug,1990,3407,coho
6,22-Aug,1990,1903,coho
6,23-Aug,1990,219,coho
6,24-Aug,1990,2705,coho
6,25-Aug,1990,1032,coho
6,27-Aug,1990,556,coho
6,28-Aug,1990,639,coho
6,29-Aug,1990,792,coho
6,30-Aug,1990,103,coho
6,31-Aug,1990,105,coho
6,1-Sep,1990,341,coho
6,4-Sep,1990,247,coho
5,12-Jul,1991,1,coho
5,16-Jul,1991,2,coho
5,26-Jul,1991,87,coho
5,27-Jul,1991,224,coho
5,30-Jul,1991,542,coho
5,31-Jul,1991,631,coho
5,1-Aug,1991,699,coho
5,2-Aug,1991,41,coho
5,3-Aug,1991,778,coho
5,5-Aug,1991,408,coho
5,6-Aug,1991,1038,coho
5,7-Aug,1991,946,coho
5,8-Aug,1991,805,coho
5,9-Aug,1991,1754,coho
5,10-Aug,1991,408,coho
5,12-Aug,1991,242,coho
5,13-Aug,1991,373,coho
5,14-Aug,1991,386,coho
5,15-Aug,1991,131,coho
5,16-Aug,1991,776,coho
5,17-Aug,1991,474,coho
5,19-Aug,1991,93,coho
5,20-Aug,1991,527,coho
5,21-Aug,1991,248,coho
6,16-Jul,1991,6,coho
6,17-Jul,1991,7,coho
6,25-Jul,1991,650,coho
6,26-Jul,1991,371,coho
6,27-Jul,1991,585,coho
6,29-Jul,1991,362,coho
6,30-Jul,1991,937,coho
6,31-Jul,1991,1762,coho
6,1-Aug,1991,1163,coho
6,2-Aug,1991,1025,coho
6,3-Aug,1991,2228,coho
6,5-Aug,1991,1707,coho
6,6-Aug,1991,5697,coho
6,7-Aug,1991,1596,coho
6,8-Aug,1991,921,coho
6,9-Aug,1991,4159,coho
6,10-Aug,1991,4081,coho
6,12-Aug,1991,3605,coho
6,13-Aug,1991,1367,coho
6,14-Aug,1991,1561,coho
6,15-Aug,1991,796,coho
6,16-Aug,1991,2420,coho
6,17-Aug,1991,1948,coho
6,19-Aug,1991,3495,coho
6,20-Aug,1991,1352,coho
6,21-Aug,1991,1787,coho
6,22-Aug,1991,211,coho
6,23-Aug,1991,1354,coho
6,24-Aug,1991,374,coho
6,26-Aug,1991,119,coho
6,27-Aug,1991,1355,coho
6,28-Aug,1991,1595,coho
6,29-Aug,1991,194,coho
6,30-Aug,1991,986,coho
6,3-Sep,1991,109,coho
6,6-Sep,1991,94,coho
6,7-Sep,1991,54,coho
5,13-Jul,1992,4,coho
5,14-Jul,1992,23,coho
5,15-Jul,1992,6,coho
5,16-Jul,1992,55,coho
5,17-Jul,1992,42,coho
5,20-Jul,1992,111,coho
5,21-Jul,1992,191,coho
5,23-Jul,1992,250,coho
5,24-Jul,1992,141,coho
5,25-Jul,1992,134,coho
5,27-Jul,1992,494,coho
5,28-Jul,1992,516,coho
5,29-Jul,1992,20,coho
5,30-Jul,1992,623,coho
5,31-Jul,1992,757,coho
5,6-Aug,1992,2293,coho
5,7-Aug,1992,3006,coho
5,8-Aug,1992,248,coho
5,10-Aug,1992,142,coho
5,11-Aug,1992,318,coho
5,12-Aug,1992,1357,coho
5,13-Aug,1992,478,coho
5,14-Aug,1992,1248,coho
5,15-Aug,1992,367,coho
5,18-Aug,1992,1201,coho
5,19-Aug,1992,635,coho
6,20-Mar,1992,35,coho
6,8-Jul,1992,1,coho
6,9-Jul,1992,3,coho
6,11-Jul,1992,3,coho
6,13-Jul,1992,7,coho
6,14-Jul,1992,20,coho
6,15-Jul,1992,13,coho
6,16-Jul,1992,30,coho
6,17-Jul,1992,49,coho
6,18-Jul,1992,22,coho
6,20-Jul,1992,428,coho
6,21-Jul,1992,383,coho
6,22-Jul,1992,327,coho
6,23-Jul,1992,204,coho
6,24-Jul,1992,843,coho
6,25-Jul,1992,687,coho
6,27-Jul,1992,570,coho
6,28-Jul,1992,1588,coho
6,29-Jul,1992,2072,coho
6,30-Jul,1992,2024,coho
6,31-Jul,1992,5111,coho
6,1-Aug,1992,4354,coho
6,3-Aug,1992,1295,coho
6,4-Aug,1992,3175,coho
6,5-Aug,1992,2155,coho
6,6-Aug,1992,1915,coho
6,7-Aug,1992,2048,coho
6,8-Aug,1992,2109,coho
